WS,WG,category,definition,gloss,uni_lemma
item_614,,pronouns,suyas,theirs,yours
item_615,,pronouns,suyo,yours,yours
item_616,,pronouns,suyos,yours,yours
item_617,item_388,pronouns,te (pronombre),you,
item_618,,pronouns,tí,you,
item_619,item_389,pronouns,tú,you,you
item_620,item_390,pronouns,tuya,yours,yours
item_621,item_391,pronouns,tuyas,yours,yours
item_622,item_392,pronouns,tuyo,yours,yours
item_623,item_393,pronouns,tuyos,yours,yours
item_624,item_394,pronouns,yo,I,I
item_625,item_395,question_words,cómo,as,how
item_626,item_396,question_words,cuál,which,which (question)
item_627,,question_words,cuándo,when,when (question)
item_628,,question_words,dónde,where,where (question)
item_629,item_398,question_words,por qué,why,why
item_630,,question_words,qué (interrogativo),what,what
item_631,item_400,question_words,quién,who,who
item_632,,prepositions,a,to,to
item_633,,prepositions,con,with,with
item_634,,prepositions,de,of,of
item_635,,prepositions,el (proposition),the,the
item_636,,prepositions,en,in,in
item_637,,prepositions,entre,in between,between
item_638,,prepositions,la,the,the
item_639,,prepositions,las,the,the
item_640,,prepositions,los,the,the
item_641,,prepositions,para,for,for
item_642,,prepositions,pero,but,but
item_643,,prepositions,un,a,a
item_644,,prepositions,una,a,a
item_645,,prepositions,unas,some,some
item_646,,prepositions,unos,some,some
item_647,,quantifiers,así,so,so
item_648,,quantifiers,bien,all right,well (modifier)
item_649,,quantifiers,despacio,slowly,slowly
item_650,,quantifiers,mal,wrong,wrong
item_651,item_409,quantifiers,más,more,more
item_652,item_410,quantifiers,mucho,a lot,a lot
item_653,item_411,quantifiers,nada,nothing,nothing
item_654,,quantifiers,no,do not,
item_655,item_412,quantifiers,no hay,there is no,none
item_656,item_413,quantifiers,otro/otra vez,again,again
item_657,,quantifiers,poco/poquito,a little bit,little (amount)
item_658,,quantifiers,rápido (cuantificador/adverbio),quickly,quickly
item_659,,quantifiers,sí,yes,yes
item_660,item_415,quantifiers,todo,all,all
item_661,item_416,quantifiers,ya,already,already
item_662,item_417,locations,abajo,down below,down
item_663,item_418,locations,adentro,in,inside
item_664,item_419,locations,afuera,outside,out
item_665,item_420,locations,ahí,there,there
item_666,,locations,allá,there,there
item_667,,locations,allí,there,there
item_668,item_422,locations,aquí,here,here
item_669,item_423,locations,arriba,up,up
item_670,item_424,locations,atrás,behind,back (location)
item_671,,locations,cerca,near,near
item_672,item_425,locations,encima,above,on
item_673,,locations,enfrente,in front,in front
item_674,,locations,lejos,far away,far
item_675,,connecting_words,entonces,then,then
item_676,,connecting_words,luego,later,later
item_677,,connecting_words,o,or,or
item_678,,connecting_words,pues,for,for
item_679,,connecting_words,que (conector),that,that
item_680,,connecting_words,y,and,and
,item_9,sounds,pipí (sonido de coche/carro),honk honk,honk honk
,item_21,animals,cabra,goat,goat
,item_52,vehicles,camión de bomberos,firetruck,firetruck
,item_92,clothing,calcetines,socks,sock
,item_109,body_parts,brazos,arms,arm
,item_114,body_parts,dedos,fingers,finger
,item_117,body_parts,manos (partes del cuerpo),hand,hand
,item_121,body_parts,orejas,ears,ear
,item_138,household,bolsa,bag,purse
,item_154,household,llaves,keys,key
,item_169,household,vaso,glass,glass
,item_175,furniture_rooms,cochera/garaje,garage,garage
,item_179,furniture_rooms,escalera,stairs,stairs
,item_197,outside,calle,street,street
,item_198,outside,campo,field,field
,item_199,outside,casa,home,house
,item_202,outside,escuela,school,school
,item_204,outside,fiesta,party,party
,item_206,outside,iglesia/templo,church,church
,item_207,outside,jardín,garden,garden
,item_212,outside,parque,park,park
,item_215,outside,playa,beach,beach
,item_219,outside,tienda/mercado,store,store
,item_220,outside,zoológico,zoo,zoo
,item_229,people,mamá/mami,mommy,mommy
,item_235,people,papá/papi,daddy,daddy
,item_244,games_routines,buenas día,good day,good morning
,item_248,games_routines,hacer la meme,time to sleep,nap
,item_250,games_routines,manos (juegos y rutinas),hands up (game),hands up
,item_251,games_routines,no,no,no
,item_254,games_routines,¡salud! (expresión después de estornudar),bless you,bless you
,item_255,games_routines,shh,shh,shh
,item_256,games_routines,sí,yes,yes
,item_259,games_routines,uno dos tres,one two three,one two three
,item_261,action_words,acabar(se),finish,finish
,item_293,action_words,mojar(se),to wet,wet (action)
,item_305,action_words,secar(se),dry,dry (action)
,item_308,action_words,subir,to get up,climb
,item_313,action_words,trabajar,to work,work (action)
,item_314,action_words,ver,to see,see
,item_324,time_words,temprano,early,early
,item_331,descriptive_words,contento,happy,happy
,item_332,descriptive_words,cuidado,careful,careful
,item_347,descriptive_words,miedo,scared,scared
,item_351,descriptive_words,poco,little,little (description)
,item_354,descriptive_words,sed,thirsty,thirsty
,item_357,descriptive_words,sueño,asleep,sleepy
,item_397,question_words,dónde está,where is it,where (question)
,item_399,question_words,qué,what,what
,item_401,articles,el (artículo definido),the,the
,item_402,articles,la,the,the
,item_403,articles,las,the,the
,item_404,articles,los,the,the
,item_405,articles,un,a,a
,item_406,articles,una,a,a
,item_407,articles,unas,a,a
,item_408,articles,unos,a,a
,item_414,quantifiers,también,also,also
,item_421,locations,alla/allí,there,there
,item_426,locations,de,of,of
,item_427,locations,en,in,in
,item_428,locations,para,for,for
